               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  62,            0.010091,           0.0010185,                   0,             0.62852,               0.461,             0.46068,             0.26458,            0.047272,           0.0017298,                   0,            0.003961,            0.003961,            0.003961
                  63,           0.0098069,           0.0009716,                   0,             0.63181,             0.46199,             0.46122,             0.26385,            0.047298,           0.0017384,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.009634,          0.00092125,                   0,             0.63122,             0.46154,             0.46009,             0.26285,             0.04732,           0.0017475,                   0,            0.003763,            0.003763,            0.003763
                  65,           0.0094296,          0.00088089,                   0,             0.63465,             0.45233,             0.45803,             0.26225,             0.04734,           0.0017569,                   0,            0.003664,            0.003664,            0.003664
                  66,           0.0092198,          0.00085283,                   0,             0.63392,             0.45287,              0.4566,             0.26155,            0.047352,           0.0017666,                   0,            0.003565,            0.003565,            0.003565
                  67,           0.0089215,           0.0008106,                   0,             0.63522,             0.45287,             0.45542,             0.26041,             0.04736,           0.0017763,                   0,            0.003466,            0.003466,            0.003466
                  68,           0.0088809,          0.00078408,                   0,             0.63807,             0.44962,             0.45363,             0.25906,            0.047371,           0.0017866,                   0,            0.003367,            0.003367,            0.003367
                  69,           0.0084857,          0.00075511,                   0,             0.63872,               0.448,             0.45169,             0.25752,             0.04738,           0.0017969,                   0,            0.003268,            0.003268,            0.003268
                  70,           0.0084746,          0.00072574,                   0,             0.64415,             0.44583,             0.44979,             0.25634,            0.047395,           0.0018077,                   0,            0.003169,            0.003169,            0.003169
                  71,           0.0082467,          0.00069794,                   0,              0.6463,             0.44344,             0.44715,             0.25436,             0.04741,           0.0018182,                   0,             0.00307,             0.00307,             0.00307
                  72,           0.0080784,          0.00067435,                   0,             0.64643,              0.4415,             0.44512,             0.25361,            0.047425,           0.0018293,                   0,            0.002971,            0.002971,            0.002971
                  73,           0.0079487,          0.00065285,                   0,             0.65036,              0.4377,             0.44362,             0.25227,            0.047437,           0.0018403,                   0,            0.002872,            0.002872,            0.002872
                  74,           0.0076825,          0.00062073,                   0,             0.64973,              0.4377,             0.44205,             0.25124,            0.047445,           0.0018514,                   0,            0.002773,            0.002773,            0.002773
                  75,           0.0075953,          0.00060189,                   0,             0.65215,             0.43554,             0.43916,             0.24956,            0.047452,           0.0018627,                   0,            0.002674,            0.002674,            0.002674
                  76,           0.0074653,          0.00057856,                   0,             0.65404,             0.43174,             0.43652,             0.24876,            0.047451,           0.0018746,                   0,            0.002575,            0.002575,            0.002575
                  77,           0.0072279,          0.00055967,                   0,             0.66132,             0.42958,             0.43441,             0.24704,            0.047449,           0.0018872,                   0,            0.002476,            0.002476,            0.002476
                  78,           0.0069414,          0.00053024,                   0,             0.66665,             0.42359,              0.4314,             0.24602,            0.047455,           0.0018993,                   0,            0.002377,            0.002377,            0.002377
                  79,           0.0068042,           0.0005146,                   0,             0.67532,             0.42091,             0.42925,             0.24485,            0.047454,           0.0019113,                   0,            0.002278,            0.002278,            0.002278
                  80,           0.0065364,          0.00049434,                   0,             0.68087,             0.41928,             0.42753,             0.24335,            0.047456,           0.0019232,                   0,            0.002179,            0.002179,            0.002179
                  81,           0.0064039,          0.00047036,                   0,             0.68073,             0.41603,             0.42529,             0.24234,             0.04746,           0.0019352,                   0,             0.00208,             0.00208,             0.00208
                  82,           0.0062051,          0.00045771,                   0,             0.68128,             0.41278,             0.42253,             0.24085,            0.047462,           0.0019478,                   0,            0.001981,            0.001981,            0.001981
                  83,           0.0060545,          0.00044025,                   0,             0.68376,             0.40953,              0.4211,             0.24039,            0.047463,             0.00196,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.005948,          0.00042555,                   0,              0.6909,             0.40412,             0.41904,              0.2388,            0.047475,           0.0019721,                   0,            0.001783,            0.001783,            0.001783
